Strain,Test,Marker,Call
06_4734,hexMLST,CAMP0502,5
06_4734,hexMLST,CAMP0052,30
06_4734,hexMLST,CAMP0501,45
06_4734,hexMLST,CAMP1197,25
06_4734,hexMLST,CAMP0504,5
06_4734,hexMLST,CAMP0505,
06_4734,hexMLST,CAMP0918,36
06_4734,hexMLST,CAMP0626,47
06_4734,hexMLST,CAMP0857,40
06_4734,hexMLST,CAMP1294,33
06_4734,hexMLST,CAMP1104,5
06_4734,hexMLST,CAMP0597,18
06_4734,hexMLST,CAMP1100,43
06_4734,hexMLST,CAMP1581,1
06_4734,hexMLST,CAMP0455,41
06_4734,hexMLST,CAMP1275,37
06_4734,hexMLST,CAMP0355,38
06_4734,hexMLST,CAMP1185,42
06_4734,hexMLST,CAMP0041,6
06_4734,hexMLST,CAMP1186,36
06_4734,hexMLST,CAMP1372,39
06_4734,hexMLST,CAMP0757,45
06_4734,hexMLST,CAMP0755,14
06_4734,hexMLST,CAMP1502,30
06_4734,hexMLST,CAMP0969,47
06_4734,hexMLST,CAMP1508,13
06_4734,hexMLST,CAMP0614,
06_4734,hexMLST,CAMP0967,42
06_4734,hexMLST,CAMP1503,31
06_4734,hexMLST,CAMP0847,33
07_0675,hexMLST,CAMP1074,
07_0675,hexMLST,CAMP0367,63
07_0675,hexMLST,CAMP0768,41
07_0675,hexMLST,CAMP1364,133
07_0675,hexMLST,CAMP1571,43
07_0675,hexMLST,CAMP1578,40
07_0675,hexMLST,CAMP0972,
07_0675,hexMLST,CAMP0471,94
07_0675,hexMLST,CAMP0374,70
07_0675,hexMLST,CAMP0273,125
07_0675,hexMLST,CAMP1311,47
07_0675,hexMLST,CAMP1313,86
07_0675,hexMLST,CAMP0775,34
07_0675,hexMLST,CAMP1322,49
07_0675,hexMLST,CAMP1319,38
07_0675,hexMLST,CAMP1567,67
07_0675,hexMLST,CAMP1085,30
07_0675,hexMLST,CAMP0572,41
07_0675,hexMLST,CAMP0867,98
07_0675,hexMLST,CAMP1568,39
07_0675,hexMLST,CAMP0881,52
07_0675,hexMLST,CAMP0015,
07_0675,hexMLST,CAMP1301,42
07_0675,hexMLST,CAMP1158,25
07_0675,hexMLST,CAMP0950,100
07_0675,hexMLST,CAMP1411,13
07_0675,hexMLST,CAMP1416,83
07_0675,hexMLST,CAMP0540,45
07_0675,hexMLST,CAMP1022,
07_0675,hexMLST,CAMP0319,40
07_0675,hexMLST,CAMP0792,48
07_0675,hexMLST,CAMP0791,44
07_0675,hexMLST,CAMP1541,129
07_0675,hexMLST,CAMP0556,38
07_0675,hexMLST,CAMP0351,36
07_0675,hexMLST,CAMP0496,25
07_0675,hexMLST,CAMP1384,52
07_0675,hexMLST,CAMP1280,118
07_0675,hexMLST,CAMP0565,136
07_0675,hexMLST,CAMP0138,113
07_0675,hexMLST,CAMP1208,68
07_0675,hexMLST,CAMP1430,64
07_0675,hexMLST,CAMP1432,4
07_0675,hexMLST,CAMP1019,94
07_0675,hexMLST,CAMP1537,42
07_0675,hexMLST,CAMP0182,32
07_0675,hexMLST,CAMP0028,104
07_0675,hexMLST,CAMP0024,145
07_0675,hexMLST,CAMP1124,116
07_0675,hexMLST,CAMP0338,37
07_0675,hexMLST,CAMP1211,126
07_0675,hexMLST,CAMP1042,58
07_0675,hexMLST,CAMP1048,38
07_0675,hexMLST,CAMP0104,43
07_0675,hexMLST,CAMP1355,103
07_0675,hexMLST,CAMP0100,45
07_0675,hexMLST,CAMP1357,113
07_0675,hexMLST,CAMP0111,39
07_0675,hexMLST,CAMP1529,42
07_0675,hexMLST,CAMP0532,114
07_0675,hexMLST,CAMP0633,87
07_0675,hexMLST,CAMP0535,42
07_0675,hexMLST,CAMP0905,85
07_0675,hexMLST,CAMP1116,95
07_0675,hexMLST,CAMP1262,1
07_0675,hexMLST,CAMP1053,61
07_0675,hexMLST,CAMP0059,88
07_0675,hexMLST,CAMP1198,49
07_0675,hexMLST,CAMP0399,45
07_0675,hexMLST,CAMP0117,73
07_0675,hexMLST,CAMP0502,
07_0675,hexMLST,CAMP0052,86
07_0675,hexMLST,CAMP0501,5
07_0675,hexMLST,CAMP1197,29
07_0675,hexMLST,CAMP0504,44
07_0675,hexMLST,CAMP0505,51
07_0675,hexMLST,CAMP0918,44
07_0675,hexMLST,CAMP0626,154
07_0675,hexMLST,CAMP0857,45
07_0675,hexMLST,CAMP1294,98
07_0675,hexMLST,CAMP1104,27
07_0675,hexMLST,CAMP0597,47
07_0675,hexMLST,CAMP1100,108
07_0675,hexMLST,CAMP1581,21
07_0675,hexMLST,CAMP0455,78
07_0675,hexMLST,CAMP1275,125
07_0675,hexMLST,CAMP0355,72
07_0675,hexMLST,CAMP1185,51
07_0675,hexMLST,CAMP0041,1
07_0675,hexMLST,CAMP1186,43
07_0675,hexMLST,CAMP1372,107
07_0675,hexMLST,CAMP0757,51
07_0675,hexMLST,CAMP0755,38
07_0675,hexMLST,CAMP1502,37
07_0675,hexMLST,CAMP0969,50
07_0675,hexMLST,CAMP1508,42
07_0675,hexMLST,CAMP0614,23
07_0675,hexMLST,CAMP0967,132
07_0675,hexMLST,CAMP1503,48
07_0675,hexMLST,CAMP0847,
CE_R_11_0270,hexMLST,CAMP1074,
CE_R_11_0270,hexMLST,CAMP0367,1
CE_R_11_0270,hexMLST,CAMP0768,1
CE_R_11_0270,hexMLST,CAMP1364,56
CE_R_11_0270,hexMLST,CAMP1571,
CE_R_11_0270,hexMLST,CAMP1578,
CE_R_11_0270,hexMLST,CAMP0972,24
CE_R_11_0270,hexMLST,CAMP0471,
CE_R_11_0270,hexMLST,CAMP0374,1
CE_R_11_0270,hexMLST,CAMP0273,1
CE_R_11_0270,hexMLST,CAMP1311,13
CE_R_11_0270,hexMLST,CAMP1313,7
CE_R_11_0270,hexMLST,CAMP0775,24
CE_R_11_0270,hexMLST,CAMP1322,4
CE_R_11_0270,hexMLST,CAMP1319,14
CE_R_11_0270,hexMLST,CAMP1567,1
CE_R_11_0270,hexMLST,CAMP1085,1
CE_R_11_0270,hexMLST,CAMP0572,
CE_R_11_0270,hexMLST,CAMP0867,1
CE_R_11_0270,hexMLST,CAMP1568,
CE_R_11_0270,hexMLST,CAMP0881,26
CE_R_11_0270,hexMLST,CAMP0015,25
CE_R_11_0270,hexMLST,CAMP1301,1
CE_R_11_0270,hexMLST,CAMP1158,1
CE_R_11_0270,hexMLST,CAMP0950,1
CE_R_11_0270,hexMLST,CAMP1411,1
CE_R_11_0270,hexMLST,CAMP1416,13
CE_R_11_0270,hexMLST,CAMP0540,14
CE_R_11_0270,hexMLST,CAMP1022,11
CE_R_11_0270,hexMLST,CAMP0319,21
CE_R_11_0270,hexMLST,CAMP0792,
CE_R_11_0270,hexMLST,CAMP0791,
CE_R_11_0270,hexMLST,CAMP1541,1
CE_R_11_0270,hexMLST,CAMP0556,1
CE_R_11_0270,hexMLST,CAMP0351,
CE_R_11_0270,hexMLST,CAMP0496,36
CE_R_11_0270,hexMLST,CAMP1384,1
CE_R_11_0270,hexMLST,CAMP1280,1
CE_R_11_0270,hexMLST,CAMP0565,11
CE_R_11_0270,hexMLST,CAMP0138,
CE_R_11_0270,hexMLST,CAMP1208,25
CE_R_11_0270,hexMLST,CAMP1430,1
CE_R_11_0270,hexMLST,CAMP1432,1
CE_R_11_0270,hexMLST,CAMP1019,1
CE_R_11_0270,hexMLST,CAMP1537,1
CE_R_11_0270,hexMLST,CAMP0182,27
CE_R_11_0270,hexMLST,CAMP0028,19
CE_R_11_0270,hexMLST,CAMP0024,
CE_R_11_0270,hexMLST,CAMP1124,1
CE_R_11_0270,hexMLST,CAMP0338,1
CE_R_11_0270,hexMLST,CAMP1211,34
CE_R_11_0270,hexMLST,CAMP1042,1
CE_R_11_0270,hexMLST,CAMP1048,1
CE_R_11_0270,hexMLST,CAMP0104,1
CE_R_11_0270,hexMLST,CAMP1355,1
CE_R_11_0270,hexMLST,CAMP0100,1
CE_R_11_0270,hexMLST,CAMP1357,1
CE_R_11_0270,hexMLST,CAMP0111,
CE_R_11_0270,hexMLST,CAMP1529,24
CE_R_11_0270,hexMLST,CAMP0532,1
CE_R_11_0270,hexMLST,CAMP0633,20
CE_R_11_0270,hexMLST,CAMP0535,24
CE_R_11_0270,hexMLST,CAMP0905,1
CE_R_11_0270,hexMLST,CAMP1116,1
CE_R_11_0270,hexMLST,CAMP1262,
CE_R_11_0270,hexMLST,CAMP1053,31
CE_R_11_0270,hexMLST,CAMP0059,1
CE_R_11_0270,hexMLST,CAMP1198,26
CE_R_11_0270,hexMLST,CAMP0399,1
CE_R_11_0270,hexMLST,CAMP0117,
CE_R_11_0270,hexMLST,CAMP0502,124
CE_R_11_0270,hexMLST,CAMP0052,1
CE_R_11_0270,hexMLST,CAMP0501,38
CE_R_11_0270,hexMLST,CAMP1197,18
CE_R_11_0270,hexMLST,CAMP0504,62
CE_R_11_0270,hexMLST,CAMP0505,24
CE_R_11_0270,hexMLST,CAMP0918,
CE_R_11_0270,hexMLST,CAMP0626,
CE_R_11_0270,hexMLST,CAMP0857,
CE_R_11_0270,hexMLST,CAMP1294,1
CE_R_11_0270,hexMLST,CAMP1104,5
CE_R_11_0270,hexMLST,CAMP0597,
CE_R_11_0270,hexMLST,CAMP1100,42
CE_R_11_0270,hexMLST,CAMP1581,1
CE_R_11_0270,hexMLST,CAMP0455,1
CE_R_11_0270,hexMLST,CAMP1275,1
CE_R_11_0270,hexMLST,CAMP0355,1
CE_R_11_0270,hexMLST,CAMP1185,28
CE_R_11_0270,hexMLST,CAMP0041,6
CE_R_11_0270,hexMLST,CAMP1186,62
CE_R_11_0270,hexMLST,CAMP1372,38
CE_R_11_0270,hexMLST,CAMP0757,1
CE_R_11_0270,hexMLST,CAMP0755,1
CE_R_11_0270,hexMLST,CAMP1502,24
CE_R_11_0270,hexMLST,CAMP0969,30
CE_R_11_0270,hexMLST,CAMP1508,1
CE_R_11_0270,hexMLST,CAMP0614,24
CE_R_11_0270,hexMLST,CAMP0967,23
CE_R_11_0270,hexMLST,CAMP1503,1
CE_R_11_0270,hexMLST,CAMP0847,1
CE2_R2_11_1033,hexMLST,CAMP1074,2
CE2_R2_11_1033,hexMLST,CAMP0367,20
CE2_R2_11_1033,hexMLST,CAMP0768,5
CE2_R2_11_1033,hexMLST,CAMP1364,5
CE2_R2_11_1033,hexMLST,CAMP1571,5
CE2_R2_11_1033,hexMLST,CAMP1578,5
CE2_R2_11_1033,hexMLST,CAMP0972,25
CE2_R2_11_1033,hexMLST,CAMP0471,66
CE2_R2_11_1033,hexMLST,CAMP0374,72
CE2_R2_11_1033,hexMLST,CAMP0273,77
CE2_R2_11_1033,hexMLST,CAMP1311,22
CE2_R2_11_1033,hexMLST,CAMP1313,17
CE2_R2_11_1033,hexMLST,CAMP0775,5
CE2_R2_11_1033,hexMLST,CAMP1322,46
CE2_R2_11_1033,hexMLST,CAMP1319,26
CE2_R2_11_1033,hexMLST,CAMP1567,5
CE2_R2_11_1033,hexMLST,CAMP1085,1
CE2_R2_11_1033,hexMLST,CAMP0572,20
CE2_R2_11_1033,hexMLST,CAMP0867,59
CE2_R2_11_1033,hexMLST,CAMP1568,5
CE2_R2_11_1033,hexMLST,CAMP0881,4
CE2_R2_11_1033,hexMLST,CAMP0015,24
CE2_R2_11_1033,hexMLST,CAMP1301,5
CE2_R2_11_1033,hexMLST,CAMP1158,25
CE2_R2_11_1033,hexMLST,CAMP0950,30
CE2_R2_11_1033,hexMLST,CAMP1411,5
CE2_R2_11_1033,hexMLST,CAMP1416,20
CE2_R2_11_1033,hexMLST,CAMP0540,5
CE2_R2_11_1033,hexMLST,CAMP1022,2
CE2_R2_11_1033,hexMLST,CAMP0319,5
CE2_R2_11_1033,hexMLST,CAMP0792,19
CE2_R2_11_1033,hexMLST,CAMP0791,25
CE2_R2_11_1033,hexMLST,CAMP1541,5
CE2_R2_11_1033,hexMLST,CAMP0556,59
CE2_R2_11_1033,hexMLST,CAMP0351,5
CE2_R2_11_1033,hexMLST,CAMP0496,31
CE2_R2_11_1033,hexMLST,CAMP1384,5
CE2_R2_11_1033,hexMLST,CAMP1280,75
CE2_R2_11_1033,hexMLST,CAMP0565,22
CE2_R2_11_1033,hexMLST,CAMP0138,30
CE2_R2_11_1033,hexMLST,CAMP1208,4
CE2_R2_11_1033,hexMLST,CAMP1430,22
CE2_R2_11_1033,hexMLST,CAMP1432,22
CE2_R2_11_1033,hexMLST,CAMP1019,21
CE2_R2_11_1033,hexMLST,CAMP1537,5
CE2_R2_11_1033,hexMLST,CAMP0182,2
CE2_R2_11_1033,hexMLST,CAMP0028,15
CE2_R2_11_1033,hexMLST,CAMP0024,25
CE2_R2_11_1033,hexMLST,CAMP1124,5
CE2_R2_11_1033,hexMLST,CAMP0338,5
CE2_R2_11_1033,hexMLST,CAMP1211,77
CE2_R2_11_1033,hexMLST,CAMP1042,76
CE2_R2_11_1033,hexMLST,CAMP1048,4
CE2_R2_11_1033,hexMLST,CAMP0104,2
CE2_R2_11_1033,hexMLST,CAMP1355,42
CE2_R2_11_1033,hexMLST,CAMP0100,23
CE2_R2_11_1033,hexMLST,CAMP1357,4
CE2_R2_11_1033,hexMLST,CAMP0111,2
CE2_R2_11_1033,hexMLST,CAMP1529,5
CE2_R2_11_1033,hexMLST,CAMP0532,23
CE2_R2_11_1033,hexMLST,CAMP0633,59
CE2_R2_11_1033,hexMLST,CAMP0535,5
CE2_R2_11_1033,hexMLST,CAMP0905,5
CE2_R2_11_1033,hexMLST,CAMP1116,5
CE2_R2_11_1033,hexMLST,CAMP1262,69
CE2_R2_11_1033,hexMLST,CAMP1053,5
CE2_R2_11_1033,hexMLST,CAMP0059,
CE2_R2_11_1033,hexMLST,CAMP1198,5
CE2_R2_11_1033,hexMLST,CAMP0399,5
CE2_R2_11_1033,hexMLST,CAMP0117,2
CE2_R2_11_1033,hexMLST,CAMP0502,33
CE2_R2_11_1033,hexMLST,CAMP0052,2
CE2_R2_11_1033,hexMLST,CAMP0501,29
CE2_R2_11_1033,hexMLST,CAMP1197,3
CE2_R2_11_1033,hexMLST,CAMP0504,63
CE2_R2_11_1033,hexMLST,CAMP0505,75
CE2_R2_11_1033,hexMLST,CAMP0918,26
CE2_R2_11_1033,hexMLST,CAMP0626,89
CE2_R2_11_1033,hexMLST,CAMP0857,24
CE2_R2_11_1033,hexMLST,CAMP1294,68
CE2_R2_11_1033,hexMLST,CAMP1104,3
CE2_R2_11_1033,hexMLST,CAMP0597,51
CE2_R2_11_1033,hexMLST,CAMP1100,68
CE2_R2_11_1033,hexMLST,CAMP1581,5
CE2_R2_11_1033,hexMLST,CAMP0455,5
CE2_R2_11_1033,hexMLST,CAMP1275,3
CE2_R2_11_1033,hexMLST,CAMP0355,75
CE2_R2_11_1033,hexMLST,CAMP1185,5
CE2_R2_11_1033,hexMLST,CAMP0041,28
CE2_R2_11_1033,hexMLST,CAMP1186,5
CE2_R2_11_1033,hexMLST,CAMP1372,5
CE2_R2_11_1033,hexMLST,CAMP0757,29
CE2_R2_11_1033,hexMLST,CAMP0755,19
CE2_R2_11_1033,hexMLST,CAMP1502,5
CE2_R2_11_1033,hexMLST,CAMP0969,77
CE2_R2_11_1033,hexMLST,CAMP1508,5
CE2_R2_11_1033,hexMLST,CAMP0614,45
CE2_R2_11_1033,hexMLST,CAMP0967,5
CE2_R2_11_1033,hexMLST,CAMP1503,4
CE2_R2_11_1033,hexMLST,CAMP0847,4
06_3783,hexMLST,CAMP1074,22
06_3783,hexMLST,CAMP0367,17
06_3783,hexMLST,CAMP0768,18
06_3783,hexMLST,CAMP1364,
06_3783,hexMLST,CAMP1571,83
06_3783,hexMLST,CAMP1578,17
06_3783,hexMLST,CAMP0972,19
06_3783,hexMLST,CAMP0471,18
06_3783,hexMLST,CAMP0374,
06_3783,hexMLST,CAMP0273,19
06_3783,hexMLST,CAMP1311,26
06_3783,hexMLST,CAMP1313,22
06_3783,hexMLST,CAMP0775,18
06_3783,hexMLST,CAMP1322,
06_3783,hexMLST,CAMP1319,20
06_3783,hexMLST,CAMP1567,1
06_3783,hexMLST,CAMP1085,18
06_3783,hexMLST,CAMP0572,5
06_3783,hexMLST,CAMP0867,83
06_3783,hexMLST,CAMP1568,19
06_3783,hexMLST,CAMP0881,19
06_3783,hexMLST,CAMP0015,17
06_3783,hexMLST,CAMP1301,19
06_3783,hexMLST,CAMP1158,19
06_3783,hexMLST,CAMP0950,70
06_3783,hexMLST,CAMP1411,
06_3783,hexMLST,CAMP1416,13
06_3783,hexMLST,CAMP0540,
06_3783,hexMLST,CAMP1022,5
06_3783,hexMLST,CAMP0319,27
06_3783,hexMLST,CAMP0792,44
06_3783,hexMLST,CAMP0791,78
06_3783,hexMLST,CAMP1541,19
06_3783,hexMLST,CAMP0556,18
06_3783,hexMLST,CAMP0351,20
06_3783,hexMLST,CAMP0496,1
06_3783,hexMLST,CAMP1384,49
06_3783,hexMLST,CAMP1280,20
06_3783,hexMLST,CAMP0565,
06_3783,hexMLST,CAMP0138,45
06_3783,hexMLST,CAMP1208,
06_3783,hexMLST,CAMP1430,
06_3783,hexMLST,CAMP1432,23
06_3783,hexMLST,CAMP1019,18
06_3783,hexMLST,CAMP1537,79
06_3783,hexMLST,CAMP0182,23
06_3783,hexMLST,CAMP0028,
06_3783,hexMLST,CAMP0024,19
06_3783,hexMLST,CAMP1124,20
06_3783,hexMLST,CAMP0338,19
06_3783,hexMLST,CAMP1211,20
06_3783,hexMLST,CAMP1042,19
06_3783,hexMLST,CAMP1048,1
06_3783,hexMLST,CAMP0104,14
06_3783,hexMLST,CAMP1355,8
06_3783,hexMLST,CAMP0100,14
06_3783,hexMLST,CAMP1357,20
06_3783,hexMLST,CAMP0111,13
06_3783,hexMLST,CAMP1529,19
06_3783,hexMLST,CAMP0532,19
06_3783,hexMLST,CAMP0633,14
06_3783,hexMLST,CAMP0535,17
06_3783,hexMLST,CAMP0905,80
06_3783,hexMLST,CAMP1116,1
06_3783,hexMLST,CAMP1262,20
06_3783,hexMLST,CAMP1053,18
06_3783,hexMLST,CAMP0059,20
06_3783,hexMLST,CAMP1198,20
06_3783,hexMLST,CAMP0399,19
06_3783,hexMLST,CAMP0117,20
06_3783,hexMLST,CAMP0502,110
06_3783,hexMLST,CAMP0052,13
06_3783,hexMLST,CAMP0501,38
06_3783,hexMLST,CAMP1197,14
06_3783,hexMLST,CAMP0504,20
06_3783,hexMLST,CAMP0505,19
06_3783,hexMLST,CAMP0918,19
06_3783,hexMLST,CAMP0626,20
06_3783,hexMLST,CAMP0857,20
06_3783,hexMLST,CAMP1294,39
06_3783,hexMLST,CAMP1104,5
06_3783,hexMLST,CAMP0597,14
06_3783,hexMLST,CAMP1100,47
06_3783,hexMLST,CAMP1581,1
06_3783,hexMLST,CAMP0455,20
06_3783,hexMLST,CAMP1275,18
06_3783,hexMLST,CAMP0355,16
06_3783,hexMLST,CAMP1185,21
06_3783,hexMLST,CAMP0041,3
06_3783,hexMLST,CAMP1186,19
06_3783,hexMLST,CAMP1372,19
06_3783,hexMLST,CAMP0757,
06_3783,hexMLST,CAMP0755,14
06_3783,hexMLST,CAMP1502,17
06_3783,hexMLST,CAMP0969,20
06_3783,hexMLST,CAMP1508,17
06_3783,hexMLST,CAMP0614,19
06_3783,hexMLST,CAMP0967,20
06_3783,hexMLST,CAMP1503,18
06_3783,hexMLST,CAMP0847,17
CI_2536,hexMLST,CAMP1074,
CI_2536,hexMLST,CAMP0367,38
CI_2536,hexMLST,CAMP0768,
CI_2536,hexMLST,CAMP1364,
CI_2536,hexMLST,CAMP1571,
CI_2536,hexMLST,CAMP1578,22
CI_2536,hexMLST,CAMP0972,
CI_2536,hexMLST,CAMP0471,
CI_2536,hexMLST,CAMP0374,
CI_2536,hexMLST,CAMP0273,
CI_2536,hexMLST,CAMP1311,
CI_2536,hexMLST,CAMP1313,
CI_2536,hexMLST,CAMP0775,
CI_2536,hexMLST,CAMP1322,
CI_2536,hexMLST,CAMP1319,50
CI_2536,hexMLST,CAMP1567,
CI_2536,hexMLST,CAMP1085,
CI_2536,hexMLST,CAMP0572,101
CI_2536,hexMLST,CAMP0867,
CI_2536,hexMLST,CAMP1568,81
CI_2536,hexMLST,CAMP0881,
CI_2536,hexMLST,CAMP0015,
CI_2536,hexMLST,CAMP1301,
CI_2536,hexMLST,CAMP1158,
CI_2536,hexMLST,CAMP0950,
CI_2536,hexMLST,CAMP1411,13
CI_2536,hexMLST,CAMP1416,99
CI_2536,hexMLST,CAMP0540,
CI_2536,hexMLST,CAMP1022,
CI_2536,hexMLST,CAMP0319,
CI_2536,hexMLST,CAMP0792,
CI_2536,hexMLST,CAMP0791,
CI_2536,hexMLST,CAMP1541,
CI_2536,hexMLST,CAMP0556,
CI_2536,hexMLST,CAMP0351,
CI_2536,hexMLST,CAMP0496,75
CI_2536,hexMLST,CAMP1384,
CI_2536,hexMLST,CAMP1280,26
CI_2536,hexMLST,CAMP0565,
CI_2536,hexMLST,CAMP0138,
CI_2536,hexMLST,CAMP1208,
CI_2536,hexMLST,CAMP1430,
CI_2536,hexMLST,CAMP1432,76
CI_2536,hexMLST,CAMP1019,
CI_2536,hexMLST,CAMP1537,79
CI_2536,hexMLST,CAMP0182,
CI_2536,hexMLST,CAMP0028,
CI_2536,hexMLST,CAMP0024,
CI_2536,hexMLST,CAMP1124,
CI_2536,hexMLST,CAMP0338,
CI_2536,hexMLST,CAMP1211,
CI_2536,hexMLST,CAMP1042,
CI_2536,hexMLST,CAMP1048,
CI_2536,hexMLST,CAMP0104,52
CI_2536,hexMLST,CAMP1355,
CI_2536,hexMLST,CAMP0100,
CI_2536,hexMLST,CAMP1357,62
CI_2536,hexMLST,CAMP0111,
CI_2536,hexMLST,CAMP1529,
CI_2536,hexMLST,CAMP0532,
CI_2536,hexMLST,CAMP0633,
CI_2536,hexMLST,CAMP0535,25
CI_2536,hexMLST,CAMP0905,
CI_2536,hexMLST,CAMP1116,47
CI_2536,hexMLST,CAMP1262,92
CI_2536,hexMLST,CAMP1053,
CI_2536,hexMLST,CAMP0059,
CI_2536,hexMLST,CAMP1198,
CI_2536,hexMLST,CAMP0399,
CI_2536,hexMLST,CAMP0117,
CI_2536,hexMLST,CAMP0502,
CI_2536,hexMLST,CAMP0052,48
CI_2536,hexMLST,CAMP0501,
CI_2536,hexMLST,CAMP1197,
CI_2536,hexMLST,CAMP0504,
CI_2536,hexMLST,CAMP0505,
CI_2536,hexMLST,CAMP0918,
CI_2536,hexMLST,CAMP0626,
CI_2536,hexMLST,CAMP0857,
CI_2536,hexMLST,CAMP1294,
CI_2536,hexMLST,CAMP1104,63
CI_2536,hexMLST,CAMP0597,
CI_2536,hexMLST,CAMP1100,
CI_2536,hexMLST,CAMP1581,43
CI_2536,hexMLST,CAMP0455,
CI_2536,hexMLST,CAMP1275,
CI_2536,hexMLST,CAMP0355,
CI_2536,hexMLST,CAMP1185,88
CI_2536,hexMLST,CAMP0041,29
CI_2536,hexMLST,CAMP1186,
CI_2536,hexMLST,CAMP1372,53
CI_2536,hexMLST,CAMP0757,
CI_2536,hexMLST,CAMP0755,64
CI_2536,hexMLST,CAMP1502,
CI_2536,hexMLST,CAMP0969,
CI_2536,hexMLST,CAMP1508,
CI_2536,hexMLST,CAMP0614,
CI_2536,hexMLST,CAMP0967,
CI_2536,hexMLST,CAMP1503,
CI_2536,hexMLST,CAMP0847,49
07_1493,hexMLST,CAMP1074,6
07_1493,hexMLST,CAMP0367,1
07_1493,hexMLST,CAMP0768,20
07_1493,hexMLST,CAMP1364,20
07_1493,hexMLST,CAMP1571,23
07_1493,hexMLST,CAMP1578,19
07_1493,hexMLST,CAMP0972,26
07_1493,hexMLST,CAMP0471,21
07_1493,hexMLST,CAMP0374,20
07_1493,hexMLST,CAMP0273,22
07_1493,hexMLST,CAMP1311,1
07_1493,hexMLST,CAMP1313,7
07_1493,hexMLST,CAMP0775,21
07_1493,hexMLST,CAMP1322,20
07_1493,hexMLST,CAMP1319,22
07_1493,hexMLST,CAMP1567,21
07_1493,hexMLST,CAMP1085,66
07_1493,hexMLST,CAMP0572,19
07_1493,hexMLST,CAMP0867,18
07_1493,hexMLST,CAMP1568,21
07_1493,hexMLST,CAMP0881,
07_1493,hexMLST,CAMP0015,25
07_1493,hexMLST,CAMP1301,1
07_1493,hexMLST,CAMP1158,14
07_1493,hexMLST,CAMP0950,81
07_1493,hexMLST,CAMP1411,20
07_1493,hexMLST,CAMP1416,19
07_1493,hexMLST,CAMP0540,22
07_1493,hexMLST,CAMP1022,11
07_1493,hexMLST,CAMP0319,18
07_1493,hexMLST,CAMP0792,20
07_1493,hexMLST,CAMP0791,20
07_1493,hexMLST,CAMP1541,21
07_1493,hexMLST,CAMP0556,20
07_1493,hexMLST,CAMP0351,1
07_1493,hexMLST,CAMP0496,21
07_1493,hexMLST,CAMP1384,22
07_1493,hexMLST,CAMP1280,14
07_1493,hexMLST,CAMP0565,20
07_1493,hexMLST,CAMP0138,22
07_1493,hexMLST,CAMP1208,23
07_1493,hexMLST,CAMP1430,64
07_1493,hexMLST,CAMP1432,4
07_1493,hexMLST,CAMP1019,22
07_1493,hexMLST,CAMP1537,23
07_1493,hexMLST,CAMP0182,23
07_1493,hexMLST,CAMP0028,16
07_1493,hexMLST,CAMP0024,21
07_1493,hexMLST,CAMP1124,22
07_1493,hexMLST,CAMP0338,61
07_1493,hexMLST,CAMP1211,22
07_1493,hexMLST,CAMP1042,21
07_1493,hexMLST,CAMP1048,18
07_1493,hexMLST,CAMP0104,22
07_1493,hexMLST,CAMP1355,7
07_1493,hexMLST,CAMP0100,22
07_1493,hexMLST,CAMP1357,22
07_1493,hexMLST,CAMP0111,20
07_1493,hexMLST,CAMP1529,13
07_1493,hexMLST,CAMP0532,28
07_1493,hexMLST,CAMP0633,40
07_1493,hexMLST,CAMP0535,20
07_1493,hexMLST,CAMP0905,20
07_1493,hexMLST,CAMP1116,21
07_1493,hexMLST,CAMP1262,22
07_1493,hexMLST,CAMP1053,20
07_1493,hexMLST,CAMP0059,22
07_1493,hexMLST,CAMP1198,26
07_1493,hexMLST,CAMP0399,22
07_1493,hexMLST,CAMP0117,22
07_1493,hexMLST,CAMP0502,23
07_1493,hexMLST,CAMP0052,20
07_1493,hexMLST,CAMP0501,23
07_1493,hexMLST,CAMP1197,18
07_1493,hexMLST,CAMP0504,22
07_1493,hexMLST,CAMP0505,22
07_1493,hexMLST,CAMP0918,23
07_1493,hexMLST,CAMP0626,22
07_1493,hexMLST,CAMP0857,22
07_1493,hexMLST,CAMP1294,1
07_1493,hexMLST,CAMP1104,27
07_1493,hexMLST,CAMP0597,20
07_1493,hexMLST,CAMP1100,39
07_1493,hexMLST,CAMP1581,21
07_1493,hexMLST,CAMP0455,22
07_1493,hexMLST,CAMP1275,1
07_1493,hexMLST,CAMP0355,1
07_1493,hexMLST,CAMP1185,23
07_1493,hexMLST,CAMP0041,5
07_1493,hexMLST,CAMP1186,69
07_1493,hexMLST,CAMP1372,22
07_1493,hexMLST,CAMP0757,24
07_1493,hexMLST,CAMP0755,20
07_1493,hexMLST,CAMP1502,19
07_1493,hexMLST,CAMP0969,25
07_1493,hexMLST,CAMP1508,19
07_1493,hexMLST,CAMP0614,21
07_1493,hexMLST,CAMP0967,14
07_1493,hexMLST,CAMP1503,13
07_1493,hexMLST,CAMP0847,20
CE_R_11_0170,hexMLST,CAMP1074,18
CE_R_11_0170,hexMLST,CAMP0367,22
CE_R_11_0170,hexMLST,CAMP0768,14
CE_R_11_0170,hexMLST,CAMP1364,32
CE_R_11_0170,hexMLST,CAMP1571,1
CE_R_11_0170,hexMLST,CAMP1578,27
CE_R_11_0170,hexMLST,CAMP0972,25
CE_R_11_0170,hexMLST,CAMP0471,30
