Strain	Test	Marker	Call
OXC5483	MLST	glnA	4
OXC5483	MLST	pgm	7
OXC5483	MLST	tkt	1
OXC5483	MLST	glyA	2
OXC5483	MLST	uncA	5
OXC5483	MLST	gltA	1
OXC5484	MLST	aspA	2
OXC5484	MLST	glnA	4
OXC5484	MLST	pgm	7
OXC5484	MLST	tkt	1
OXC5484	MLST	glyA	2
OXC5484	MLST	uncA	5
OXC5484	MLST	gltA	1
OXC5486	MLST	aspA	33
OXC5486	MLST	glnA	153
OXC5486	MLST	pgm	113
OXC5486	MLST	tkt	44
OXC5486	MLST	glyA	82
OXC5486	MLST	uncA	17
OXC5486	MLST	gltA	122
OXC6485_V2	MLST	aspA	10
OXC6485_V2	MLST	glnA	27
OXC6485_V2	MLST	pgm	10
OXC6485_V2	MLST	tkt	5
OXC6485_V2	MLST	glyA	19
OXC6485_V2	MLST	uncA	7
OXC6485_V2	MLST	gltA	16
CAMSA4140	MLST	aspA	2
CAMSA4140	MLST	glnA	1
CAMSA4140	MLST	pgm	2
CAMSA4140	MLST	tkt	1
CAMSA4140	MLST	glyA	3
CAMSA4140	MLST	uncA	5
CAMSA4140	MLST	gltA	1
OXC4841	MLST	aspA	2
OXC4841	MLST	glnA	4
OXC4841	MLST	pgm	19
OXC4841	MLST	tkt	62
OXC4841	MLST	glyA	4
OXC4841	MLST	uncA	5
OXC4841	MLST	gltA	1
OXC4840	MLST	aspA	2
OXC4840	MLST	glnA	4
OXC4840	MLST	pgm	7
OXC4840	MLST	tkt	1
OXC4840	MLST	glyA	2
OXC4840	MLST	uncA	5
OXC4840	MLST	gltA	1
OXC4846	MLST	aspA	2
OXC4846	MLST	glnA	4
OXC4846	MLST	pgm	7
OXC4846	MLST	tkt	1
OXC4846	MLST	glyA	2
OXC4846	MLST	uncA	5
OXC4846	MLST	gltA	1
OXC4844	MLST	aspA	7
OXC4844	MLST	glnA	53
OXC4844	MLST	pgm	11
OXC4844	MLST	tkt	3
OXC4844	MLST	glyA	15
OXC4844	MLST	uncA	3
OXC4844	MLST	gltA	2
OXC5828	MLST	aspA	
OXC5828	MLST	glnA	2
OXC5828	MLST	pgm	4
OXC5828	MLST	tkt	5
OXC5828	MLST	glyA	62
OXC5828	MLST	uncA	12
OXC5828	MLST	gltA	4
OXC5829	MLST	aspA	2
OXC5829	MLST	glnA	1
OXC5829	MLST	pgm	2
OXC5829	MLST	tkt	1
OXC5829	MLST	glyA	3
OXC5829	MLST	uncA	5
OXC5829	MLST	gltA	12
OXC5826	MLST	aspA	2
OXC5826	MLST	glnA	1
OXC5826	MLST	pgm	2
OXC5826	MLST	tkt	1
OXC5826	MLST	glyA	3
OXC5826	MLST	uncA	5
OXC5826	MLST	gltA	1
OXC5827	MLST	aspA	33
OXC5827	MLST	glnA	39
OXC5827	MLST	pgm	113
OXC5827	MLST	tkt	47
OXC5827	MLST	glyA	79
OXC5827	MLST	uncA	17
OXC5827	MLST	gltA	30
OXC5824	MLST	aspA	7
OXC5824	MLST	glnA	71
OXC5824	MLST	pgm	11
OXC5824	MLST	tkt	67
OXC5824	MLST	glyA	321
OXC5824	MLST	uncA	6
OXC5824	MLST	gltA	5
OXC5825	MLST	aspA	2
OXC5825	MLST	glnA	1
OXC5825	MLST	pgm	2
OXC5825	MLST	tkt	1
OXC5825	MLST	glyA	3
OXC5825	MLST	uncA	5
OXC5825	MLST	gltA	21
OXC5822	MLST	aspA	2
OXC5822	MLST	glnA	1
OXC5822	MLST	pgm	2
OXC5822	MLST	tkt	1
OXC5822	MLST	glyA	3
OXC5822	MLST	uncA	5
OXC5822	MLST	gltA	1
OXC5823	MLST	aspA	2
OXC5823	MLST	glnA	1
OXC5823	MLST	pgm	2
OXC5823	MLST	tkt	1
OXC5823	MLST	glyA	3
OXC5823	MLST	uncA	5
OXC5823	MLST	gltA	21
OXC5820	MLST	aspA	9
OXC5820	MLST	glnA	2
OXC5820	MLST	pgm	4
OXC5820	MLST	tkt	133
OXC5820	MLST	glyA	62
OXC5820	MLST	uncA	6
OXC5820	MLST	gltA	4
OXC5821	MLST	aspA	8
OXC5821	MLST	glnA	1
OXC5821	MLST	pgm	2
OXC5821	MLST	tkt	1
OXC5821	MLST	glyA	3
OXC5821	MLST	uncA	12
OXC5821	MLST	gltA	6
OXC5789	MLST	aspA	24
OXC5789	MLST	glnA	2
OXC5789	MLST	pgm	23
OXC5789	MLST	tkt	3
OXC5789	MLST	glyA	53
OXC5789	MLST	uncA	1
OXC5789	MLST	gltA	5
OXC5788	MLST	aspA	9
OXC5788	MLST	glnA	2
OXC5788	MLST	pgm	4
OXC5788	MLST	tkt	5
OXC5788	MLST	glyA	62
OXC5788	MLST	uncA	6
OXC5788	MLST	gltA	4
CAMSA1080	MLST	aspA	2
CAMSA1080	MLST	glnA	1
CAMSA1080	MLST	pgm	2
CAMSA1080	MLST	tkt	1
CAMSA1080	MLST	glyA	3
CAMSA1080	MLST	uncA	5
CAMSA1080	MLST	gltA	1
OXC6568	MLST	aspA	33
OXC6568	MLST	glnA	39
OXC6568	MLST	pgm	113
OXC6568	MLST	tkt	44
OXC6568	MLST	glyA	82
OXC6568	MLST	uncA	17
OXC6568	MLST	gltA	30
OXC6569	MLST	aspA	10
OXC6569	MLST	glnA	2
OXC6569	MLST	pgm	90
OXC6569	MLST	tkt	25
OXC6569	MLST	glyA	4
OXC6569	MLST	uncA	8
OXC6569	MLST	gltA	42
OXC6562	MLST	aspA	2
OXC6562	MLST	glnA	1
OXC6562	MLST	pgm	2
OXC6562	MLST	tkt	1
OXC6562	MLST	glyA	3
OXC6562	MLST	uncA	5
OXC6562	MLST	gltA	1
OXC6563	MLST	aspA	2
OXC6563	MLST	glnA	1
OXC6563	MLST	pgm	2
OXC6563	MLST	tkt	1
OXC6563	MLST	glyA	3
OXC6563	MLST	uncA	5
OXC6563	MLST	gltA	1
OXC6560	MLST	aspA	24
OXC6560	MLST	glnA	2
OXC6560	MLST	pgm	23
OXC6560	MLST	tkt	3
OXC6560	MLST	glyA	53
OXC6560	MLST	uncA	1
OXC6560	MLST	gltA	5
OXC6561	MLST	aspA	1
OXC6561	MLST	glnA	6
OXC6561	MLST	pgm	12
OXC6561	MLST	tkt	28
OXC6561	MLST	glyA	24
OXC6561	MLST	uncA	1
OXC6561	MLST	gltA	22
OXC6566	MLST	aspA	7
OXC6566	MLST	glnA	2
OXC6566	MLST	pgm	10
OXC6566	MLST	tkt	3
OXC6566	MLST	glyA	2
OXC6566	MLST	uncA	6
OXC6566	MLST	gltA	5
OXC6567	MLST	aspA	8
OXC6567	MLST	glnA	10
OXC6567	MLST	pgm	11
OXC6567	MLST	tkt	12
OXC6567	MLST	glyA	2
OXC6567	MLST	uncA	6
OXC6567	MLST	gltA	2
OXC6564	MLST	aspA	2
OXC6564	MLST	glnA	1
OXC6564	MLST	pgm	2
OXC6564	MLST	tkt	1
OXC6564	MLST	glyA	3
OXC6564	MLST	uncA	5
OXC6564	MLST	gltA	1
OXC6565	MLST	aspA	2
OXC6565	MLST	glnA	1
OXC6565	MLST	pgm	2
OXC6565	MLST	tkt	1
OXC6565	MLST	glyA	3
OXC6565	MLST	uncA	5
OXC6565	MLST	gltA	12
OXC6368	MLST	aspA	9
OXC6368	MLST	glnA	25
OXC6368	MLST	pgm	22
OXC6368	MLST	tkt	3
OXC6368	MLST	glyA	10
OXC6368	MLST	uncA	6
OXC6368	MLST	gltA	2
OXC6369	MLST	aspA	4
OXC6369	MLST	glnA	7
OXC6369	MLST	pgm	42
OXC6369	MLST	tkt	51
OXC6369	MLST	glyA	4
OXC6369	MLST	uncA	1
OXC6369	MLST	gltA	40
OXC6364	MLST	aspA	1
OXC6364	MLST	glnA	6
OXC6364	MLST	pgm	12
OXC6364	MLST	tkt	28
OXC6364	MLST	glyA	24
OXC6364	MLST	uncA	1
OXC6364	MLST	gltA	22
OXC6478	MLST	aspA	7
OXC6478	MLST	glnA	2
OXC6478	MLST	pgm	10
OXC6478	MLST	tkt	3
OXC6478	MLST	glyA	2
OXC6478	MLST	uncA	6
OXC6478	MLST	gltA	5
OXC6366	MLST	aspA	7
OXC6366	MLST	glnA	17
OXC6366	MLST	pgm	23
OXC6366	MLST	tkt	3
OXC6366	MLST	glyA	15
OXC6366	MLST	uncA	12
OXC6366	MLST	gltA	2
OXC6367	MLST	aspA	2
OXC6367	MLST	glnA	1
OXC6367	MLST	pgm	2
OXC6367	MLST	tkt	1
OXC6367	MLST	glyA	3
OXC6367	MLST	uncA	5
OXC6367	MLST	gltA	21
OXC6360	MLST	aspA	9
OXC6360	MLST	glnA	17
OXC6360	MLST	pgm	350
OXC6360	MLST	tkt	3
OXC6360	MLST	glyA	10
OXC6360	MLST	uncA	3
OXC6360	MLST	gltA	5
OXC6361	MLST	aspA	7
OXC6361	MLST	glnA	53
OXC6361	MLST	pgm	11
OXC6361	MLST	tkt	3
OXC6361	MLST	glyA	10
OXC6361	MLST	uncA	3
OXC6361	MLST	gltA	2
OXC6362	MLST	aspA	9
OXC6362	MLST	glnA	2
OXC6362	MLST	pgm	4
OXC6362	MLST	tkt	5
OXC6362	MLST	glyA	62
OXC6362	MLST	uncA	6
OXC6362	MLST	gltA	4
OXC5786	MLST	aspA	7
OXC5786	MLST	glnA	17
OXC5786	MLST	pgm	86
OXC5786	MLST	tkt	3
OXC5786	MLST	glyA	2
OXC5786	MLST	uncA	1
OXC5786	MLST	gltA	5
OXC6477	MLST	aspA	62
OXC6477	MLST	glnA	4
OXC6477	MLST	pgm	2
OXC6477	MLST	tkt	1
OXC6477	MLST	glyA	2
OXC6477	MLST	uncA	5
OXC6477	MLST	gltA	5
CI_2989	MLST	aspA	37
CI_2989	MLST	glnA	52
CI_2989	MLST	pgm	107
CI_2989	MLST	tkt	29
CI_2989	MLST	glyA	26
CI_2989	MLST	uncA	23
CI_2989	MLST	gltA	57
OXC5728	MLST	aspA	2
OXC5728	MLST	glnA	1
OXC5728	MLST	pgm	2
OXC5728	MLST	tkt	61
OXC5728	MLST	glyA	3
OXC5728	MLST	uncA	5
OXC5728	MLST	gltA	5
OXC5725	MLST	aspA	2
OXC5725	MLST	glnA	1
OXC5725	MLST	pgm	2
OXC5725	MLST	tkt	1
OXC5725	MLST	glyA	3
OXC5725	MLST	uncA	5
OXC5725	MLST	gltA	12
OXC5724	MLST	aspA	2
OXC5724	MLST	glnA	1
OXC5724	MLST	pgm	2
OXC5724	MLST	tkt	1
OXC5724	MLST	glyA	3
OXC5724	MLST	uncA	5
OXC5724	MLST	gltA	5
OXC5727	MLST	aspA	24
OXC5727	MLST	glnA	2
OXC5727	MLST	pgm	10
OXC5727	MLST	tkt	3
OXC5727	MLST	glyA	2
OXC5727	MLST	uncA	1
OXC5727	MLST	gltA	2
OXC5726	MLST	aspA	7
OXC5726	MLST	glnA	2
OXC5726	MLST	pgm	10
OXC5726	MLST	tkt	3
OXC5726	MLST	glyA	2
OXC5726	MLST	uncA	6
OXC5726	MLST	gltA	5
OXC5721	MLST	aspA	7
OXC5721	MLST	glnA	2
OXC5721	MLST	pgm	10
OXC5721	MLST	tkt	3
OXC5721	MLST	glyA	2
OXC5721	MLST	uncA	6
OXC5721	MLST	gltA	5
OXC5720	MLST	aspA	2
OXC5720	MLST	glnA	1
OXC5720	MLST	pgm	2
OXC5720	MLST	tkt	1
OXC5720	MLST	glyA	3
OXC5720	MLST	uncA	5
OXC5720	MLST	gltA	12
CAMSA382	MLST	aspA	2
CAMSA382	MLST	glnA	1
CAMSA382	MLST	pgm	2
CAMSA382	MLST	tkt	1
CAMSA382	MLST	glyA	3
CAMSA382	MLST	uncA	5
CAMSA382	MLST	gltA	1
OXC4669	MLST	aspA	7
OXC4669	MLST	glnA	17
OXC4669	MLST	pgm	23
OXC4669	MLST	tkt	3
OXC4669	MLST	glyA	15
OXC4669	MLST	uncA	12
OXC4669	MLST	gltA	2
OXC4668	MLST	aspA	2
OXC4668	MLST	glnA	1
OXC4668	MLST	pgm	2
OXC4668	MLST	tkt	1
OXC4668	MLST	glyA	3
OXC4668	MLST	uncA	5
OXC4668	MLST	gltA	21
OXC4663	MLST	aspA	2
OXC4663	MLST	glnA	1
OXC4663	MLST	pgm	2
OXC4663	MLST	tkt	1
OXC4663	MLST	glyA	3
OXC4663	MLST	uncA	5
OXC4663	MLST	gltA	1
CI_2695	MLST	aspA	2
CI_2695	MLST	glnA	59
CI_2695	MLST	pgm	126
CI_2695	MLST	tkt	25
CI_2695	MLST	glyA	27
CI_2695	MLST	uncA	23
CI_2695	MLST	gltA	4
OXC4660	MLST	aspA	24
OXC4660	MLST	glnA	2
OXC4660	MLST	pgm	10
OXC4660	MLST	tkt	3
OXC4660	MLST	glyA	2
OXC4660	MLST	uncA	1
OXC4660	MLST	gltA	2
OXC4667	MLST	aspA	7
OXC4667	MLST	glnA	17
OXC4667	MLST	pgm	23
OXC4667	MLST	tkt	3
OXC4667	MLST	glyA	15
OXC4667	MLST	uncA	12
OXC4667	MLST	gltA	2
OXC4666	MLST	aspA	62
OXC4666	MLST	glnA	4
OXC4666	MLST	pgm	2
OXC4666	MLST	tkt	1
OXC4666	MLST	glyA	2
OXC4666	MLST	uncA	5
OXC4666	MLST	gltA	5
OXC4664	MLST	aspA	8
OXC4664	MLST	glnA	17
OXC4664	MLST	pgm	10
OXC4664	MLST	tkt	59
OXC4664	MLST	glyA	2
OXC4664	MLST	uncA	6
OXC4664	MLST	gltA	5
OXC6298	MLST	aspA	8
OXC6298	MLST	glnA	10
OXC6298	MLST	pgm	11
OXC6298	MLST	tkt	12
OXC6298	MLST	glyA	2
OXC6298	MLST	uncA	6
OXC6298	MLST	gltA	2
OXC6299	MLST	aspA	8
OXC6299	MLST	glnA	10
OXC6299	MLST	pgm	11
OXC6299	MLST	tkt	12
OXC6299	MLST	glyA	2
OXC6299	MLST	uncA	6
OXC6299	MLST	gltA	2
CI_2055	MLST	aspA	4
CI_2055	MLST	glnA	7
CI_2055	MLST	pgm	1
CI_2055	MLST	tkt	7
CI_2055	MLST	glyA	4
CI_2055	MLST	uncA	1
CI_2055	MLST	gltA	10
CJ7257_R	MLST	aspA	9
CJ7257_R	MLST	glnA	2
CJ7257_R	MLST	pgm	4
CJ7257_R	MLST	tkt	5
CJ7257_R	MLST	glyA	62
CJ7257_R	MLST	uncA	6
CJ7257_R	MLST	gltA	4
OXC6290	MLST	aspA	9
OXC6290	MLST	glnA	2
OXC6290	MLST	pgm	4
OXC6290	MLST	tkt	5
OXC6290	MLST	glyA	62
OXC6290	MLST	uncA	6
OXC6290	MLST	gltA	4
OXC6291	MLST	aspA	9
OXC6291	MLST	glnA	2
OXC6291	MLST	pgm	4
OXC6291	MLST	tkt	5
OXC6291	MLST	glyA	62
OXC6291	MLST	uncA	12
OXC6291	MLST	gltA	4
OXC6292	MLST	aspA	2
OXC6292	MLST	glnA	1
OXC6292	MLST	pgm	2
OXC6292	MLST	tkt	1
OXC6292	MLST	glyA	3
OXC6292	MLST	uncA	5
OXC6292	MLST	gltA	12
OXC6293	MLST	aspA	4
OXC6293	MLST	glnA	7
OXC6293	MLST	pgm	1
OXC6293	MLST	tkt	7
OXC6293	MLST	glyA	4
OXC6293	MLST	uncA	1
OXC6293	MLST	gltA	10
OXC6294	MLST	aspA	4
OXC6294	MLST	glnA	7
OXC6294	MLST	pgm	42
OXC6294	MLST	tkt	51
OXC6294	MLST	glyA	4
OXC6294	MLST	uncA	1
OXC6294	MLST	gltA	10
OXC6295	MLST	aspA	2
OXC6295	MLST	glnA	4
OXC6295	MLST	pgm	7
OXC6295	MLST	tkt	1
OXC6295	MLST	glyA	2
OXC6295	MLST	uncA	5
OXC6295	MLST	gltA	1
OXC6296	MLST	aspA	87
OXC6296	MLST	glnA	39
OXC6296	MLST	pgm	243
OXC6296	MLST	tkt	43
OXC6296	MLST	glyA	79
OXC6296	MLST	uncA	17
OXC6296	MLST	gltA	30
OXC6297	MLST	aspA	33
OXC6297	MLST	glnA	39
OXC6297	MLST	pgm	113
OXC6297	MLST	tkt	47
OXC6297	MLST	glyA	82
OXC6297	MLST	uncA	17
OXC6297	MLST	gltA	30
CE_R_10_0306	MLST	aspA	4
CE_R_10_0306	MLST	glnA	7
CE_R_10_0306	MLST	pgm	1
CE_R_10_0306	MLST	tkt	7
CE_R_10_0306	MLST	glyA	4
CE_R_10_0306	MLST	uncA	1
CE_R_10_0306	MLST	gltA	70
CE_R_10_0305	MLST	aspA	4
CE_R_10_0305	MLST	glnA	7
CE_R_10_0305	MLST	pgm	1
CE_R_10_0305	MLST	tkt	7
CE_R_10_0305	MLST	glyA	4
CE_R_10_0305	MLST	uncA	1
CE_R_10_0305	MLST	gltA	70
CE2_R2_11_2018	MLST	aspA	150
CE2_R2_11_2018	MLST	glnA	4
CE2_R2_11_2018	MLST	pgm	7
CE2_R2_11_2018	MLST	tkt	1
CE2_R2_11_2018	MLST	glyA	2
CE2_R2_11_2018	MLST	uncA	5
CE2_R2_11_2018	MLST	gltA	1
OXC6742	MLST	aspA	9
OXC6742	MLST	glnA	25
OXC6742	MLST	pgm	22
OXC6742	MLST	tkt	3
OXC6742	MLST	glyA	10
OXC6742	MLST	uncA	6
OXC6742	MLST	gltA	2
OXC6743	MLST	aspA	8
OXC6743	MLST	glnA	10
OXC6743	MLST	pgm	11
OXC6743	MLST	tkt	12
OXC6743	MLST	glyA	2
OXC6743	MLST	uncA	6
OXC6743	MLST	gltA	2
OXC6740	MLST	aspA	10
OXC6740	MLST	glnA	27
OXC6740	MLST	pgm	10
OXC6740	MLST	tkt	5
OXC6740	MLST	glyA	19
OXC6740	MLST	uncA	7
OXC6740	MLST	gltA	16
OXC6741	MLST	aspA	2
OXC6741	MLST	glnA	1
OXC6741	MLST	pgm	2
OXC6741	MLST	tkt	1
OXC6741	MLST	glyA	3
OXC6741	MLST	uncA	5
OXC6741	MLST	gltA	21
OXC6746	MLST	aspA	7
OXC6746	MLST	glnA	53
OXC6746	MLST	pgm	11
OXC6746	MLST	tkt	3
OXC6746	MLST	glyA	10
OXC6746	MLST	uncA	3
OXC6746	MLST	gltA	2
OXC6747	MLST	aspA	9
OXC6747	MLST	glnA	2
OXC6747	MLST	pgm	4
OXC6747	MLST	tkt	133
OXC6747	MLST	glyA	62
OXC6747	MLST	uncA	6
OXC6747	MLST	gltA	4
OXC6744	MLST	aspA	53
OXC6744	MLST	glnA	39
OXC6744	MLST	pgm	
OXC6744	MLST	tkt	43
OXC6744	MLST	glyA	82
OXC6744	MLST	uncA	17
OXC6744	MLST	gltA	30
OXC6745	MLST	aspA	2
OXC6745	MLST	glnA	1
OXC6745	MLST	pgm	2
OXC6745	MLST	tkt	1
OXC6745	MLST	glyA	3
OXC6745	MLST	uncA	5
OXC6745	MLST	gltA	1
8993	MLST	aspA	32
8993	MLST	glnA	39
8993	MLST	pgm	104
8993	MLST	tkt	85
8993	MLST	glyA	82
8993	MLST	uncA	36
8993	MLST	gltA	44
OXC6748	MLST	aspA	24
OXC6748	MLST	glnA	2
OXC6748	MLST	pgm	10
OXC6748	MLST	tkt	3
OXC6748	MLST	glyA	2
OXC6748	MLST	uncA	3
OXC6748	MLST	gltA	2
OXC6749	MLST	aspA	9
OXC6749	MLST	glnA	2
OXC6749	MLST	pgm	4
OXC6749	MLST	tkt	5
OXC6749	MLST	glyA	62
OXC6749	MLST	uncA	12
OXC6749	MLST	gltA	4
OXC6584	MLST	aspA	7
OXC6584	MLST	glnA	
OXC6584	MLST	pgm	11
OXC6584	MLST	tkt	3
OXC6584	MLST	glyA	10
OXC6584	MLST	uncA	6
OXC6584	MLST	gltA	5
OXC6585	MLST	aspA	7
OXC6585	MLST	glnA	2
OXC6585	MLST	pgm	10
OXC6585	MLST	tkt	3
OXC6585	MLST	glyA	2
OXC6585	MLST	uncA	6
OXC6585	MLST	gltA	5
OXC6586	MLST	aspA	8
OXC6586	MLST	glnA	17
OXC6586	MLST	pgm	10
OXC6586	MLST	tkt	59
OXC6586	MLST	glyA	2
OXC6586	MLST	uncA	6
OXC6586	MLST	gltA	5
OXC6587	MLST	aspA	32
OXC6587	MLST	glnA	66
OXC6587	MLST	pgm	163
OXC6587	MLST	tkt	43
OXC6587	MLST	glyA	82
OXC6587	MLST	uncA	17
OXC6587	MLST	gltA	66
OXC6580	MLST	aspA	62
OXC6580	MLST	glnA	4
OXC6580	MLST	pgm	2
OXC6580	MLST	tkt	1
OXC6580	MLST	glyA	2
OXC6580	MLST	uncA	5
OXC6580	MLST	gltA	5
OXC6581	MLST	aspA	24
OXC6581	MLST	glnA	2
OXC6581	MLST	pgm	10
OXC6581	MLST	tkt	3
OXC6581	MLST	glyA	2
OXC6581	MLST	uncA	1
OXC6581	MLST	gltA	2
OXC6582	MLST	aspA	9
OXC6582	MLST	glnA	2
OXC6582	MLST	pgm	4
OXC6582	MLST	tkt	5
OXC6582	MLST	glyA	62
OXC6582	MLST	uncA	12
OXC6582	MLST	gltA	4
CAMSA259	MLST	aspA	2
CAMSA259	MLST	glnA	1
CAMSA259	MLST	pgm	2
CAMSA259	MLST	tkt	1
CAMSA259	MLST	glyA	3
CAMSA259	MLST	uncA	5
CAMSA259	MLST	gltA	1
CAMSA257	MLST	aspA	2
CAMSA257	MLST	glnA	1
CAMSA257	MLST	pgm	2
CAMSA257	MLST	tkt	1
CAMSA257	MLST	glyA	3
CAMSA257	MLST	uncA	5
CAMSA257	MLST	gltA	1
CI_4447	MLST	aspA	33
CI_4447	MLST	glnA	39
CI_4447	MLST	pgm	104
CI_4447	MLST	tkt	43
CI_4447	MLST	glyA	78
CI_4447	MLST	uncA	17
CI_4447	MLST	gltA	30
OXC6588	MLST	aspA	7
OXC6588	MLST	glnA	2
OXC6588	MLST	pgm	10
OXC6588	MLST	tkt	3
OXC6588	MLST	glyA	2
OXC6588	MLST	uncA	6
OXC6588	MLST	gltA	5
OXC6589	MLST	aspA	1
OXC6589	MLST	glnA	4
OXC6589	MLST	pgm	6
OXC6589	MLST	tkt	3
OXC6589	MLST	glyA	2
OXC6589	MLST	uncA	17
OXC6589	MLST	gltA	2
OXC6595R	MLST	aspA	7
OXC6595R	MLST	glnA	28
OXC6595R	MLST	pgm	17
OXC6595R	MLST	tkt	34
OXC6595R	MLST	glyA	28
OXC6595R	MLST	uncA	12
OXC6595R	MLST	gltA	4
CI_0346	MLST	aspA	2
CI_0346	MLST	glnA	1
CI_0346	MLST	pgm	140
CI_0346	MLST	tkt	3
CI_0346	MLST	glyA	3
CI_0346	MLST	uncA	5
CI_0346	MLST	gltA	1
CI_5245	MLST	aspA	2
CI_5245	MLST	glnA	1
CI_5245	MLST	pgm	2
CI_5245	MLST	tkt	1
CI_5245	MLST	glyA	3
CI_5245	MLST	uncA	6
CI_5245	MLST	gltA	1
ARI_1434_R	MLST	aspA	2
ARI_1434_R	MLST	glnA	1
ARI_1434_R	MLST	pgm	492
ARI_1434_R	MLST	tkt	1
ARI_1434_R	MLST	glyA	3
ARI_1434_R	MLST	uncA	5
ARI_1434_R	MLST	gltA	1
OXC6638	MLST	aspA	2
OXC6638	MLST	glnA	4
OXC6638	MLST	pgm	7
OXC6638	MLST	tkt	1
OXC6638	MLST	glyA	2
OXC6638	MLST	uncA	5
OXC6638	MLST	gltA	1
OXC6639	MLST	aspA	1
OXC6639	MLST	glnA	6
OXC6639	MLST	pgm	12
OXC6639	MLST	tkt	28
OXC6639	MLST	glyA	24
OXC6639	MLST	uncA	1
OXC6639	MLST	gltA	22
OXC6636	MLST	aspA	2
OXC6636	MLST	glnA	1
OXC6636	MLST	pgm	2
OXC6636	MLST	tkt	1
OXC6636	MLST	glyA	3
OXC6636	MLST	uncA	5
OXC6636	MLST	gltA	12
OXC6637	MLST	aspA	2
OXC6637	MLST	glnA	1
OXC6637	MLST	pgm	2
OXC6637	MLST	tkt	1
OXC6637	MLST	glyA	3
OXC6637	MLST	uncA	5
OXC6637	MLST	gltA	1
OXC6634	MLST	aspA	7
OXC6634	MLST	glnA	4
OXC6634	MLST	pgm	93
OXC6634	MLST	tkt	3
OXC6634	MLST	glyA	68
OXC6634	MLST	uncA	46
OXC6634	MLST	gltA	5
OXC6635	MLST	aspA	24
OXC6635	MLST	glnA	2
OXC6635	MLST	pgm	10
OXC6635	MLST	tkt	3
OXC6635	MLST	glyA	2
OXC6635	MLST	uncA	3
OXC6635	MLST	gltA	2
OXC6632	MLST	aspA	1
OXC6632	MLST	glnA	4
OXC6632	MLST	pgm	6
OXC6632	MLST	tkt	3
OXC6632	MLST	glyA	2
OXC6632	MLST	uncA	17
OXC6632	MLST	gltA	2
OXC6633	MLST	aspA	2
OXC6633	MLST	glnA	1
OXC6633	MLST	pgm	2
OXC6633	MLST	tkt	1
OXC6633	MLST	glyA	3
OXC6633	MLST	uncA	5
OXC6633	MLST	gltA	21
OXC6630	MLST	aspA	33
OXC6630	MLST	glnA	39
OXC6630	MLST	pgm	104
OXC6630	MLST	tkt	44
OXC6630	MLST	glyA	82
OXC6630	MLST	uncA	17
OXC6630	MLST	gltA	30
OXC6631	MLST	aspA	64
OXC6631	MLST	glnA	105
OXC6631	MLST	pgm	94
OXC6631	MLST	tkt	103
OXC6631	MLST	glyA	287
OXC6631	MLST	uncA	16
OXC6631	MLST	gltA	20
CI_0699	MLST	aspA	2
CI_0699	MLST	glnA	29
CI_0699	MLST	pgm	131
CI_0699	MLST	tkt	25
CI_0699	MLST	glyA	48
CI_0699	MLST	uncA	57
CI_0699	MLST	gltA	84
CI_0168	MLST	aspA	1
CI_0168	MLST	glnA	6
CI_0168	MLST	pgm	12
CI_0168	MLST	tkt	28
CI_0168	MLST	glyA	24
CI_0168	MLST	uncA	1
CI_0168	MLST	gltA	22
OXC7169	MLST	aspA	4
OXC7169	MLST	glnA	7
OXC7169	MLST	pgm	1
OXC7169	MLST	tkt	7
OXC7169	MLST	glyA	4
OXC7169	MLST	uncA	1
OXC7169	MLST	gltA	10
OXC7168	MLST	aspA	2
OXC7168	MLST	glnA	1
OXC7168	MLST	pgm	2
OXC7168	MLST	tkt	1
OXC7168	MLST	glyA	3
OXC7168	MLST	uncA	5
OXC7168	MLST	gltA	5
OXC6715	MLST	aspA	9
OXC6715	MLST	glnA	2
OXC6715	MLST	pgm	4
OXC6715	MLST	tkt	5
OXC6715	MLST	glyA	62
OXC6715	MLST	uncA	6
OXC6715	MLST	gltA	4
OXC7165	MLST	aspA	2
OXC7165	MLST	glnA	4
OXC7165	MLST	pgm	7
OXC7165	MLST	tkt	1
OXC7165	MLST	glyA	2
OXC7165	MLST	uncA	5
OXC7165	MLST	gltA	1
OXC7164	MLST	aspA	33
OXC7164	MLST	glnA	39
OXC7164	MLST	pgm	104
OXC7164	MLST	tkt	56
OXC7164	MLST	glyA	82
OXC7164	MLST	uncA	17
OXC7164	MLST	gltA	30
OXC7167	MLST	aspA	4
OXC7167	MLST	glnA	7
OXC7167	MLST	pgm	1
OXC7167	MLST	tkt	
OXC7167	MLST	glyA	4
OXC7167	MLST	uncA	1
OXC7167	MLST	gltA	10
OXC7166	MLST	aspA	24
OXC7166	MLST	glnA	2
OXC7166	MLST	pgm	10
OXC7166	MLST	tkt	3
OXC7166	MLST	glyA	2
OXC7166	MLST	uncA	3
OXC7166	MLST	gltA	2
OXC7161	MLST	aspA	62
OXC7161	MLST	glnA	4
OXC7161	MLST	pgm	2
OXC7161	MLST	tkt	1
OXC7161	MLST	glyA	2
OXC7161	MLST	uncA	5
OXC7161	MLST	gltA	5
OXC7160	MLST	aspA	2
OXC7160	MLST	glnA	1
OXC7160	MLST	pgm	2
OXC7160	MLST	tkt	1
OXC7160	MLST	glyA	3
OXC7160	MLST	uncA	5
OXC7160	MLST	gltA	5
CI_0165	MLST	aspA	33
CI_0165	MLST	glnA	39
